kalimat,kata,entitas,postag
3788,ketika,O,SC
3788,Yoo,PER,NNP
3788,Si,PER,NNP
3788,Jin,PER,NNP
3788,(,O,Z
3788,diperankan,O,VB
3788,oleh,O,IN
3788,Song,PER,NNP
3788,Joong,PER,NNP
3788,Ki,PER,NNP
3788,),O,Z
3788,menanggalkan,O,VB
3788,seragam,O,NN
3788,tentaranya,O,NN
3788,untuk,O,SC
3788,menyelamatkan,O,VB
3788,Kang,PER,NNP
3788,Mo,PER,NNP
3788,Yeon,PER,NNP
3788,(,O,Z
3788,diperankan,O,VB
3788,oleh,O,IN
3788,Song,PER,NNP
3788,Hye,PER,NNP
3788,Kyo,PER,NNP
3788,),O,Z
3788,.,O,Z
3789,Buktinya,O,RB
3789,",",O,Z
3789,drama,O,IN
3789,Korea,LOC,NNP
3789,yang,O,SC
3789,tayang,O,VB
3789,di,O,IN
3789,KBS,ORG,NNP
3789,2TV,ORG,CD
3789,setiap,O,CD
3789,Rabu,O,NNP
3789,dan,O,CC
3789,Kamis,O,NNP
3789,itu,O,PR
3789,mendapatkan,O,VB
3789,jumlah,O,NN
3789,penonton,O,NN
3789,yang,O,SC
3789,luar,O,NN
3789,biasa,O,JJ
3789,di,O,IN
3789,Tiongkok,LOC,NN
3789,.,O,Z
3790,Twitter,ORG,NN
3790,pun,O,RP
3790,juga,O,RB
3790,ikut-ikutan,O,NN
3790,terkena,O,VB
3790,demam,O,NN
3790,drama,O,JJ
3790,yang,O,SC
3790,dibintangi,O,VB
3790,oleh,O,IN
3790,Song,PER,NNP
3790,Joong,PER,NNP
3790,Ki,PER,NNP
3790,",",O,Z
3790,Song,PER,NNP
3790,Hye,PER,NNP
3790,Gyo,PER,NNP
3790,",",O,Z
3790,Kim,PER,NNP
3790,Ji,PER,NNP
3790,Won,PER,NNP
3790,",",O,Z
3790,Jin,PER,NNP
3790,Goo,PER,NNP
3790,dan,O,CC
3790,Onew,PER,NNP
3790,SHINee,ORG,NNP
3790,.,O,Z
3791,Sejak,O,IN
3791,beberapa,O,CD
3791,saat,O,NN
3791,lalu,O,CC
3791,Twitter,ORG,NNP
3791,memang,O,RB
3791,memanjakan,O,VB
3791,penggunanya,O,RB
3791,dengan,O,IN
3791,ikon-ikon,O,NN
3791,spesial,O,JJ
3791,saat,O,NN
3791,kita,O,PRP
3791,membuat,O,VB
3791,tweet,O,NN
3791,dengan,O,IN
3791,hashtag,O,NN
3791,tertentu,O,PR
3791,.,O,Z
3792,Menteri,O,NNP
3792,Perindustrian,O,NNP
3792,Saleh,PER,NNP
3792,Husin,PER,NNP
3792,mengunjungi,O,VB
3792,pameran,O,NN
3792,Indonesia,LOC,NNP
3792,International,O,NNP
3792,Motor,O,NNP
3792,Show,O,NNP
3792,.,O,Z
3793,Masuk,O,VB
3793,ke,O,IN
3793,bagian,O,NN
3793,dalam,O,IN
3793,mobil,O,NN
3793,",",O,Z
3793,New,O,NNP
3793,Honda,ORG,NNP
3793,Accord,O,NNP
3793,menggunakan,O,VB
3793,Alaska,LOC,NNP
3793,Wood,O,NNP
3793,Panel,O,NNP
3793,dan,O,CC
3793,Gloss,O,NNP
3793,One,O,NNP
3793,Black,O,NNP
3793,untuk,O,SC
3793,atmosfir,O,VB
3793,hangat,O,NN
3793,dan,O,CC
3793,elegan,O,NN
3793,.,O,Z
3794,Jakarta,LOC,NNP
3794,-,O,NNP
3794,Toyota,ORG,NNP
3794,Sienta,O,NNP
3794,mengusung,O,VB
3794,mesin,O,NN
3794,generasi,O,NN
3794,baru,O,JJ
3794,yaitu,O,SC
3794,mesin,O,NN
3794,2NR,O,CD
3794,di,O,IN
3794,mana,O,NN
3794,mesin,O,NN
3794,tersebut,O,PR
3794,sudah,O,MD
3794,diproduksi,O,VB
3794,secara,O,IN
3794,lokal,O,JJ
3794,di,O,IN
3794,pabrik,O,NN
3794,Toyota,ORG,NN
3794,di,O,IN
3794,Karawang,LOC,NN
3794,.,O,Z
3795,Mesin,O,NN
3795,tersebut,O,PR
3795,diproduksi,O,VB
3795,di,O,IN
3795,pabrik,O,NN
3795,mesin,O,NN
3795,Toyota,ORG,NNP
3795,Motor,ORG,NNP
3795,Manufacturing,ORG,NNP
3795,Indonesia,ORG,NNP
3795,(,O,Z
3795,TMMIN,ORG,NNP
3795,),O,Z
3795,Karawang,LOC,NNP
3795,Plant,O,NNP
3795,3,O,CD
3795,.,O,Z
3796,"""",O,Z
3796,Mesin,O,NNP
3796,sudah,O,MD
3796,dari,O,IN
3796,nol,O,NN
3796,diproduksi,O,NN
3796,di,O,IN
3796,Indonesia,LOC,NNP
3796,",",O,Z
3796,"""",O,Z
3796,kata,O,VB
3796,Wakil,O,NNP
3796,Presiden,O,NNP
3796,Direktur,O,NNP
3796,TMMIN,ORG,NNP
3796,",",O,Z
3796,Warih,PER,NNP
3796,Andang,PER,NNP
3796,Tjahjono,PER,NNP
3796,di,O,IN
3796,arena,O,NN
3796,IIMS,O,NNP
3796,2016,O,CD
3796,",",O,Z
3796,Jakarta,LOC,NNP
3796,",",O,Z
3796,Kamis,TIM,NNP
3796,(,TIM,Z
3796,7/4/2016,TIM,CD
3796,),TIM,Z
3796,.,O,Z
3797,Diklaim,O,NNP
3797,",",O,Z
3797,pabrik,O,NN
3797,itu,O,PR
3797,merupakan,O,VB
3797,salah,O,JJ
3797,satu,O,CD
3797,pabrik,O,NN
3797,engine,O,FW
3797,paling,O,RB
3797,canggih,O,VB
3797,milik,O,NN
3797,Toyota,ORG,NN
3797,di,O,IN
3797,dunia,O,NN
3797,.,O,Z
3798,Toyota,ORG,NNP
3798,Sienta,O,NNP
3798,dikembangkan,O,VB
3798,sesuai,O,JJ
3798,dengan,O,IN
3798,karakter,O,NN
3798,dan,O,CC
3798,kebutuhan,O,NN
3798,masyarakat,O,NN
3798,Indonesia,LOC,NNP
3798,.,O,Z
3799,Salah,O,NN
3799,satunya,O,RB
3799,",",O,Z
3799,ground,O,FW
3799,clearance,O,FW
3799,yang,O,SC
3799,dibuat,O,VB
3799,lebih,O,RB
3799,tinggi,O,JJ
3799,menjadi,O,VB
3799,170mm,O,CD
3799,atau,O,CC
3799,25mm,O,CD
3799,lebih,O,RB
3799,tinggi,O,JJ
3799,dari,O,IN
3799,ground,O,FW
3799,clearance,O,FW
3799,Toyota,ORG,NNP
3799,Sienta,O,NNP
3799,di,O,IN
3799,Jepang,LOC,NNP
3799,.,O,Z
3800,Kehadiran,O,NNP
3800,Sienta,O,NNP
3800,diharapkan,O,VB
3800,mampu,O,JJ
3800,menorehkan,O,VB
3800,kinerja,O,NN
3800,yang,O,SC
3800,baik,O,JJ
3800,bagi,O,IN
3800,Toyota,ORG,NN
3800,",",O,Z
3800,sekaligus,O,RB
3800,memberikan,O,VB
3800,angin,O,NN
3800,segar,O,JJ
3800,bagi,O,IN
3800,pengembangan,O,NN
3800,industri,O,NN
3800,dan,O,CC
3800,pasar,O,NN
3800,otomotif,O,JJ
3800,nasional,O,JJ
3800,",",O,Z
3800,"""",O,Z
3800,kata,O,VB
3800,Wakil,O,NNP
3800,Presiden,O,NNP
3800,Direktur,O,NNP
3800,Toyota,ORG,NNP
3800,Astra,ORG,NNP
3800,Motor,ORG,NNP
3800,",",O,Z
3800,Henry,PER,NNP
3800,Tanoto,PER,NNP
3800,di,O,IN
3800,kesempatan,O,NN
3800,yang,O,SC
3800,sama,O,JJ
3800,.,O,Z
3801,Jakarta,LOC,NNP
3801,-,O,NNP
3801,General,ORG,NNP
3801,Motors,ORG,NNP
3801,Indonesia,ORG,NNP
3801,telah,O,MD
3801,meluncurkan,O,VB
3801,SUV,O,NNP
3801,kompak,O,VB
3801,Chevrolet,ORG,NNP
3801,Trax,O,NNP
3801,pada,O,IN
3801,awal,O,NN
3801,Desember,TIM,NNP
3801,2015,TIM,CD
3801,lalu,O,CC
3801,.,O,Z
3802,Presiden,O,NNP
3802,Direktur,O,NNP
3802,GM,ORG,NNP
3802,Indonesia,ORG,NNP
3802,",",O,Z
3802,Gaurav,PER,NNP
3802,Gupta,PER,NNP
3802,mengatakan,O,VB
3802,",",O,Z
3802,pihaknya,O,RB
3802,telah,O,MD
3802,mengirim,O,VB
3802,Chevrolet,ORG,NNP
3802,Trax,O,NNP
3802,ke,O,IN
3802,lebih,O,RB
3802,dari,O,IN
3802,100,O,CD
3802,konsumen,O,NN
3802,.,O,Z
3803,"""",O,Z
3803,Total,O,NN
3803,lebih,O,RB
3803,dari,O,IN
3803,100,O,CD
3803,yang,O,SC
3803,sudah,O,MD
3803,terkirim,O,VB
3803,dalam,O,IN
3803,satu,O,CD
3803,hari,O,NN
3803,di,O,IN
3803,akhir,TIM,NN
3803,maret,TIM,NN
3803,",",O,Z
3803,"""",O,Z
3803,kata,O,VB
3803,Gaurav,PER,NNP
3803,di,O,IN
3803,arena,O,NN
3803,Indonesia,LOC,NNP
3803,International,O,NNP
3803,Motor,O,NNP
3803,Show,O,NNP
3803,2016,O,CD
3803,di,O,IN
3803,JIExpo,LOC,NNP
3803,",",O,Z
3803,Kemayoran,LOC,NN
3803,",",O,Z
3803,Jakarta,LOC,NNP
3803,.,O,Z
3804,Ditemui,O,VB
3804,di,O,IN
3804,kesempatan,O,NN
3804,yang,O,SC
3804,sama,O,JJ
3804,",",O,Z
3804,External,O,NNP
3804,Affairs,O,NNP
3804,&,O,NNP
3804,Communication,O,NNP
3804,Director,O,NNP
3804,GM,ORG,NNP
3804,Indonesia,ORG,NNP
3804,",",O,Z
3804,Yuniadi,PER,NNP
3804,Haksono,PER,NNP
3804,mengatakan,O,VB
3804,",",O,Z
3804,dari,O,IN
3804,angka,O,NN
3804,yang,O,SC
3804,tercatat,O,VB
3804,itu,O,PR
3804,",",O,Z
3804,antusiasme,O,NN
3804,pecinta,O,VB
3804,Chevrolet,ORG,NNP
3804,terbukti,O,VB
3804,.,O,Z
3805,Setelah,O,SC
3805,Universitas,ORG,NNP
3805,Szent,ORG,NNP
3805,Istvan,ORG,NNP
3805,Godollo,ORG,NNP
3805,",",O,Z
3805,UGM,ORG,NNP
3805,juga,O,RB
3805,berhasil,O,VB
3805,menjalin,O,NN
3805,kerjasama,O,JJ
3805,dengan,O,IN
3805,Universitas,ORG,NNP
3805,Pecs,ORG,NNP
3805,",",O,Z
3805,sebuah,O,NND
3805,universitas,O,NN
3805,terkemuka,O,JJ
3805,dan,O,CC
3805,tertua,O,JJ
3805,di,O,IN
3805,Hongaria,LOC,NNP
3805,sejak,O,IN
3805,1367,O,CD
3805,.,O,Z
3806,Perjanjian,O,NN
3806,kedua,O,CD
3806,pihak,O,NN
3806,ditandatangani,O,VB
3806,di,O,IN
3806,Budapest,LOC,NNP
3806,oleh,O,IN
3806,Rektor,O,NNP
3806,UGM,ORG,NNP
3806,Prof,O,NNP
3806,.,O,Z
3806,Dwikora,PER,NNP
3806,Karnita,PER,NNP
3806,dan,O,CC
3806,Wakil,O,NNP
3806,Rektor,O,NNP
3806,Universitas,ORG,NNP
3806,Pecs,ORG,NNP
3806,Urusan,O,NNP
3806,Pendidikan,O,NNP
3806,Dr,O,NNP
3806,.,O,Z
3806,Gyula,PER,NNP
3806,Berke,PER,NNP
3806,.,O,Z
3807,Rektor,O,NNP
3807,Prof,O,NNP
3807,.,O,Z
3807,Dwikorita,PER,NNP
3807,Karnawati,PER,NNP
3807,juga,O,RB
3807,melakukan,O,VB
3807,penandatangan,O,NN
3807,perjanjian,O,NN
3807,kerjasama,O,NN
3807,pendidikan,O,NN
3807,tinggi,O,JJ
3807,di,O,IN
3807,bidang,O,NN
3807,ilmu,O,NN
3807,ekonomi,O,NN
3807,",",O,Z
3807,bisnis,O,NN
3807,dan,O,CC
3807,manajemen,O,NN
3807,dengan,O,IN
3807,Budapest,ORG,NNP
3807,Business,ORG,NNP
3807,School,ORG,NNP
3807,(,O,Z
3807,BBS,ORG,NN
3807,),O,Z
3807,",",O,Z
3807,yang,O,SC
3807,diwakili,O,VB
3807,oleh,O,IN
3807,Rektor,O,NNP
3807,Prof,O,NNP
3807,.,O,Z
3807,Eva,PER,NNP
3807,Kriszt,PER,NNP
3807,.,O,Z
3808,Sebelumnya,O,SC
3808,Rektor,O,NNP
3808,UGM,ORG,NNP
3808,juga,O,RB
3808,telah,O,MD
3808,menggandeng,O,VB
3808,Universitas,ORG,NNP
3808,Szent,ORG,NNP
3808,Istvan,ORG,NNP
3808,Godollo,ORG,NNP
3808,",",O,Z
3808,Hongaria,LOC,NNP
3808,untuk,O,SC
3808,kerjasama,O,VB
3808,pendidikan,O,NN
3808,tinggi,O,JJ
3808,.,O,Z
3809,Perjanjian,O,NN
3809,kedua,O,CD
3809,pihak,O,NN
3809,ditandatangani,O,VB
3809,di,O,IN
3809,kampus,O,NN
3809,Universitas,ORG,NNP
3809,Szent,ORG,NNP
3809,Istvan,ORG,NNP
3809,Godollo,ORG,NNP
3809,",",O,Z
3809,Budapest,LOC,NNP
3809,.,O,Z
3810,Rektor,O,NNP
3810,UGM,ORG,NNP
3810,pada,O,IN
3810,serangkaian,O,NN
3810,penandatanganan,O,NN
3810,perjanjian,O,NN
3810,itu,O,PR
3810,didampingi,O,VB
3810,oleh,O,IN
3810,Wakil,O,NNP
3810,Rektor,O,NNP
3810,UGM,ORG,NNP
3810,Urusan,O,NNP
3810,Kerjasama,O,NNP
3810,dan,O,CC
3810,Alumni,O,NNP
3810,Dr,O,NNP
3810,.,O,Z
3810,Paripurna,PER,NNP
3810,Sugarda,PER,NNP
3810,dan,O,CC
3810,Dekan,O,NNP
3810,Fakultas,ORG,NNP
3810,Pertanian,ORG,NNP
3810,UGM,ORG,NNP
3810,Dr,O,NNP
3810,.,O,Z
3810,Jamhari,PER,NNP
3810,.,O,Z
3811,"""",O,Z
3811,Nanti,O,NN
3811,ada,O,VB
3811,SUN,O,NNP
3811,(,O,Z
3811,Surat,O,NNP
3811,Utang,O,NNP
3811,Negara,O,NNP
3811,),O,Z
3811,",",O,Z
3811,surat,O,NN
3811,utang,O,NN
3811,BUMN,ORG,NN
3811,atau,O,CC
3811,kategori,O,NN
3811,korporasi,O,NN
3811,",",O,Z
3811,juga,O,RB
3811,deposito,O,NN
3811,setahun,O,NN
3811,",",O,Z
3811,karena,O,SC
3811,kami,O,PRP
3811,syaratkan,O,VB
3811,syaratkan,O,VB
3811,holding,O,FW
3811,period,O,FW
3811,setahun,O,NN
3811,.,O,Z
3812,Mantan,O,NNP
3812,Dekan,O,NNP
3812,Fakultas,ORG,NNP
3812,Ekonomi,ORG,NNP
3812,Universitas,ORG,NNP
3812,Indonesia,ORG,NNP
3812,ini,O,PR
3812,mengatakan,O,VB
3812,",",O,Z
3812,pihaknya,O,RB
3812,akan,O,MD
3812,segera,O,RB
3812,berkoordinasi,O,VB
3812,dengan,O,IN
3812,regulator,O,NN
3812,lain,O,JJ
3812,untuk,O,SC
3812,merumuskan,O,VB
3812,kebijakan,O,NN
3812,penampungan,O,NN
3812,serta,O,CC
3812,pemanfaatan,O,NN
3812,dana,O,NN
3812,repatriasi,O,NN
3812,yang,O,SC
3812,akan,O,MD
3812,masuk,O,VB
3812,tersebut,O,PR
3812,.,O,Z
3813,Terminal,O,NN
3813,baru,O,JJ
3813,berpenampilan,O,NN
3813,keren,O,NN
3813,di,O,IN
3813,Bandara,LOC,NNP
3813,Husein,LOC,NNP
3813,Sastranegara,LOC,NNP
3813,",",O,Z
3813,Kota,LOC,NNP
3813,Bandung,LOC,NNP
3813,",",O,Z
3813,Jawa,LOC,NNP
3813,Barat,LOC,NNP
3813,",",O,Z
3813,segera,O,RB
3813,beroperasi,O,VB
3813,pada,O,IN
3813,Rabu,O,NNP
3813,6,TIM,NNP
3813,April,TIM,NNP
3813,2016,TIM,CD
3813,.,O,Z
3814,Penambahan,O,NN
3814,rute,O,NN
3814,penerbangan,O,NN
3814,tidak,O,NEG
3814,masalah,O,NN
3814,",",O,Z
3814,terpenting,O,NN
3814,jangan,O,NN
3814,bertumpuk,O,NN
3814,karena,O,SC
3814,slotnya,O,RB
3814,terbatas,O,JJ
3814,",",O,Z
3814,"""",O,Z
3814,ucap,O,VB
3814,Dorma,PER,NNP
3814,di,O,IN
3814,terminal,O,NN
3814,baru,O,JJ
3814,Bandara,LOC,NNP
3814,Internasional,LOC,NNP
3814,Husein,LOC,NNP
3814,Sastranegara,LOC,NNP
3814,",",O,Z
3814,Jalan,LOC,NNP
3814,Pajajaran,LOC,NNP
3814,",",O,Z
3814,Kota,LOC,NNP
3814,Bandung,LOC,NNP
3814,",",O,Z
3814,Senin,TIM,NNP
3814,(,TIM,Z
3814,4/4/2016,TIM,CD
3814,),TIM,Z
3814,.,O,Z
3815,Dia,O,PRP
3815,menjelaskan,O,VB
3815,",",O,Z
3815,maskapai,O,VB
3815,yang,O,SC
3815,beroperasi,O,VB
3815,di,O,IN
3815,Bandara,LOC,NNP
3815,Husein,LOC,NNP
3815,Sastranegara,LOC,NNP
3815,antara,O,IN
3815,lain,O,JJ
3815,Garuda,ORG,NNP
3815,Indonesia,ORG,NNP
3815,",",O,Z
3815,AirAsia,ORG,NNP
3815,",",O,Z
3815,Lion,ORG,NNP
3815,Air,ORG,NNP
3815,",",O,Z
3815,Silk,ORG,NNP
3815,Air,ORG,NNP
3815,",",O,Z
3815,Citilink,ORG,NNP
3815,",",O,Z
3815,Xpress,ORG,NNP
3815,Air,ORG,NNP
3815,dan,O,CC
3815,Wings,ORG,NNP
3815,Air,ORG,NNP
3815,.,O,Z
3816,Wakil,O,NNP
3816,Presiden,O,NNP
3816,Swiss,LOC,NNP
3816,H.E,PER,NNP
3816,.,PER,Z
3816,Doris,PER,NNP
3816,Leuthard,PER,NNP
3816,hari,O,NN
3816,ini,O,PR
3816,menyambangi,O,VB
3816,fasilitas,O,NN
3816,pemeliharaan,O,NN
3816,pesawat,O,NN
3816,milik,O,NN
3816,PT,ORG,NNP
3816,Garuda,ORG,NNP
3816,Maintenance,ORG,NNP
3816,Facility,ORG,NNP
3816,(,ORG,Z
3816,GMF,ORG,NNP
3816,),ORG,Z
3816,AeroAsia,ORG,NNP
3816,",",O,Z
3816,di,O,IN
3816,komplek,O,NN
3816,Bandara,LOC,NNP
3816,Soekarno,LOC,NNP
3816,Hatta,LOC,NNP
3816,",",O,Z
3816,Tangerang,LOC,NN
3816,.,O,Z
3817,Dalam,O,IN
3817,kunjungan,O,NN
3817,yang,O,SC
3817,berlangsung,O,VB
3817,kurang,O,RB
3817,lebih,O,RB
3817,2,O,CD
3817,jam,O,NN
3817,tersebut,O,PR
3817,",",O,Z
3817,Leuthard,PER,FW
3817,diajak,O,FW
3817,berkeliling,O,FW
3817,melihat,O,VB
3817,fasilitas,O,NN
3817,bengkel,O,NN
3817,pesawat,O,NN
3817,milik,O,NN
3817,anak,O,NN
3817,usaha,O,NN
3817,Garuda,ORG,NNP
3817,Indonesia,ORG,NNP
3817,ini,O,PR
3817,.,O,Z
3818,Direktur,O,NNP
3818,Teknik,O,NNP
3818,dan,O,CC
3818,Teknologi,O,NNP
3818,Informasi,O,NNP
3818,",",O,Z
3818,Garuda,ORG,NNP
3818,Indonesia,ORG,NNP
3818,Iwan,PER,NNP
3818,Joeniarto,PER,NNP
3818,mengatakan,O,VB
3818,",",O,Z
3818,salah,O,JJ
3818,satu,O,CD
3818,peluang,O,NN
3818,kerja,O,NN
3818,sama,O,JJ
3818,antara,O,IN
3818,Swiss,LOC,NNP
3818,dan,O,CC
3818,Indonesia,LOC,NNP
3818,yang,O,SC
3818,diwakili,O,VB
3818,oleh,O,IN
3818,GMF,ORG,NNP
3818,AeroAsia,ORG,NNP
3818,adalah,O,VB
3818,di,O,IN
3818,sektor,O,NN
3818,perawatan,O,NN
3818,dan,O,CC
3818,perbaikan,O,NN
3818,pesawat,O,NN
3818,alias,O,NN
3818,Maintenance,O,NNP
3818,Repair,O,NNP
3818,Overhaul,O,NNP
3818,(,O,Z
3818,MRO,O,NNP
3818,),O,Z
3818,skala,O,NN
3818,internasional,O,JJ
3818,.,O,Z
3819,Garuda,ORG,NNP
3819,Indonesia,ORG,NNP
3819,meresmikan,O,VB
3819,layanan,O,NN
3819,penerbangan,O,NN
3819,langsung,O,RB
3819,ke,O,IN
3819,Bandara,LOC,NNP
3819,Heathrow,LOC,NNP
3819,",",O,Z
3819,London,LOC,NNP
3819,.,O,Z
3820,Sebelumnya,O,SC
3820,sejak,O,IN
3820,September,TIM,NNP
3820,2014,TIM,CD
3820,",",O,Z
3820,Garuda,ORG,NNP
3820,Indonesia,ORG,NNP
3820,menjadikan,O,VB
3820,Bandara,LOC,NNP
3820,Gatwick,LOC,NNP
3820,di,O,IN
3820,London,LOC,NNP
3820,sebagai,O,IN
3820,titik,O,NN
3820,destinasi,O,NN
3820,rute,O,NN
3820,penerbangan,O,NN
3820,Indonesia,LOC,NNP
3820,-,O,NNP
3820,London,LOC,NNP
3820,.,O,Z
3821,Dengan,O,SC
3821,membuka,O,VB
3821,rute,O,NN
3821,ini,O,PR
3821,diharapkan,O,VB
3821,bisa,O,MD
3821,meningkatkan,O,VB
3821,ekspansi,O,NN
3821,sekaligus,O,RB
3821,Nation,O,FW
3821,Branding,O,FW
3821,di,O,IN
3821,Eropa,LOC,NNP
3821,",",O,Z
3821,"""",O,Z
3821,ujar,O,VB
3821,Dirut,O,NNP
3821,Garuda,ORG,NNP
3821,Indonesia,ORG,NNP
3821,",",O,Z
3821,M,PER,NNP
3821,.,PER,Z
3821,Arif,PER,NNP
3821,Wibowo,PER,NNP
3821,di,O,IN
3821,Bandara,LOC,NNP
3821,Soekarno-Hatta,LOC,NNP
3821,",",O,Z
3821,Cengkareng,LOC,NNP
3821,",",O,Z
3821,Kamis,TIM,NNP
3821,(,TIM,Z
3821,31/3/2016,TIM,CD
3821,),TIM,Z
3821,.,O,Z
3822,Dalam,O,IN
3822,acara,O,NN
3822,peresmian,O,NN
3822,penerbangan,O,NN
3822,pertama,O,OD
3822,ini,O,PR
3822,turut,O,VB
3822,hadir,O,NN
3822,Deputi,O,NNP
3822,Bidang,O,NNP
3822,Usaha,O,NNP
3822,Jasa,O,NNP
3822,Keuangan,O,NNP
3822,",",O,Z
3822,Survei,O,NNP
3822,dan,O,CC
3822,Konsultasi,O,NNP
3822,Kementerian,ORG,NNP
3822,BUMN,ORG,NN
3822,",",O,Z
3822,Gatot,PER,NNP
3822,Trihargo,PER,NNP
3822,dan,O,CC
3822,juga,O,RB
3822,wakil,O,NN
3822,Dubes,O,NNP
3822,Inggris,LOC,NNP
3822,untuk,O,IN
3822,Indonesia,LOC,NNP
3822,",",O,Z
3822,Julliet,PER,NNP
3822,Maric,PER,NNP
3822,.,O,Z
3823,Dengan,O,SC
3823,menjadikan,O,VB
3823,Heathrow,LOC,NNP
3823,sebagai,O,IN
3823,bandara,O,NN
3823,tujuan,O,NN
3823,",",O,Z
3823,penumpang,O,NN
3823,Garuda,ORG,NNP
3823,Indonesia,ORG,NNP
3823,akan,O,MD
3823,semakin,O,RB
3823,mudah,O,JJ
3823,menuju,O,VB
3823,destinasi-destinasi,O,NN
3823,lainnya,O,RB
3823,di,O,IN
3823,Eropa,LOC,NNP
3823,.,O,Z
3824,"""",O,Z
3824,Dengan,O,IN
3824,pembukaan,O,NN
3824,layanan,O,NN
3824,rute,O,NN
3824,penerbangan,O,NN
3824,baru,O,JJ
3824,ini,O,PR
3824,diharapkan,O,VB
3824,dapat,O,MD
3824,memperluas,O,VB
3824,konektivitas,O,NN
3824,penumpang,O,NN
3824,di,O,IN
3824,pasar,O,NN
3824,Eropa,LOC,NNP
3824,",",O,Z
3824,khususnya,O,NN
3824,Inggris,LOC,NNP
3824,",",O,Z
3824,"""",O,Z
3824,tambah,O,VB
3824,dia,O,PRP
3824,.,O,Z
3825,Penerbangan,O,NNP
3825,Garuda,ORG,NNP
3825,Indonesia,ORG,NNP
3825,dari,O,IN
3825,Jakarta,LOC,NNP
3825,menuju,O,VB
3825,Heathrow,LOC,NNP
3825,akan,O,MD
3825,transit,O,VB
3825,di,O,IN
3825,Bandara,LOC,NNP
3825,Changi,LOC,NNP
3825,Singapura,LOC,NNP
3825,",",O,Z
3825,sementara,O,SC
3825,dari,O,IN
3825,Heathrow,LOC,NNP
3825,ke,O,IN
3825,Jakarta,LOC,NNP
3825,akan,O,MD
3825,dilayani,O,VB
3825,secara,O,IN
3825,non-stop,O,NN
3825,.,O,Z
3826,Hujan,O,NN
3826,deras,O,NN
3826,yang,O,SC
3826,mengguyur,O,NN
3826,kawasan,O,NN
3826,Gunung,LOC,NNP
3826,Merapi,LOC,NNP
3826,dan,O,CC
3826,Merbabu,LOC,NNP
3826,",",O,Z
3826,Jawa,LOC,NNP
3826,Tengah,LOC,NNP
3826,",",O,Z
3826,menyebabkan,O,VB
3826,banjir,O,NN
3826,bandang,O,NN
3826,di,O,IN
3826,Desa,LOC,NNP
3826,Wonolelo,LOC,NNP
3826,Kecamatan,LOC,NNP
3826,Sawangan,LOC,NNP
3826,Kabupaten,LOC,NNP
3826,Magelang,LOC,NNP
3826,",",O,Z
3826,Jawa,LOC,NNP
3826,Tengah,LOC,NNP
3826,.,O,Z
3827,Kepala,O,NNP
3827,Pusat,O,NNP
3827,Data,O,NNP
3827,Informasi,O,NNP
3827,dan,O,CC
3827,Humas,O,NNP
3827,BNPB,ORG,NNP
3827,",",O,Z
3827,Sutopo,PER,NNP
3827,Purwo,PER,NNP
3827,Nugroho,PER,NNP
3827,mengatakan,O,VB
3827,banjir,O,NN
3827,bandang,O,NN
3827,terjadi,O,VB
3827,pada,O,IN
3827,Minggu,TIM,NNP
3827,(,TIM,Z
3827,20/3/2016,TIM,CD
3827,),TIM,Z
3827,pukul,O,NN
3827,14.45,TIM,CD
3827,WIB,TIM,NN
3827,.,O,Z
3828,Konon,O,NNP
3828,dulu,O,NNP
3828,Candi,LOC,NNP
3828,Sambisari,LOC,NNP
3828,terletak,O,VB
3828,"6,5",O,CD
3828,meter,O,NND
3828,di,O,IN
3828,bawah,O,NN
3828,permukaan,O,NN
3828,tanah,O,NN
3828,akibat,O,NN
3828,tertimbun,O,NN
3828,lahar,O,NN
3828,Gunung,LOC,NNP
3828,Merapi,LOC,NNP
3828,yang,O,SC
3828,sempat,O,MD
3828,meletus,O,VB
3828,pada,O,IN
3828,awal,O,NN
3828,abad,O,NN
3828,ke-11,O,CD
3828,.,O,Z
3829,Kabupaten,O,NN
3829,pinggiran,O,NN
3829,di,O,IN
3829,ujung,O,NN
3829,timur,O,NN
3829,Pulau,LOC,NNP
3829,Jawa,LOC,NNP
3829,itu,O,PR
3829,",",O,Z
3829,dulu,O,NN
3829,dikenal,O,VB
3829,sebagai,O,IN
3829,kota,O,NN
3829,kecil,O,JJ
3829,minim,O,NN
3829,prestasi,O,NN
3829,dan,O,CC
3829,hanya,O,RB
3829,sebuah,O,NND
3829,kota,O,NN
3829,perlintasan,O,NN
3829,saat,O,NN
3829,akan,O,MD
3829,menyeberangi,O,VB
3829,Selat,LOC,NNP
3829,Bali,LOC,NNP
3829,melalui,O,IN
3829,Pelabuhan,LOC,NNP
3829,Ketapang,LOC,NNP
3829,.,O,Z
3830,Sejumlah,O,CD
3830,destinasi,O,NN
3830,wisata,O,NN
3830,alam,O,NN
3830,andalan,O,NN
3830,",",O,Z
3830,triangle,O,FW
3830,diamond,O,FW
3830,Banyuwangi,LOC,NNP
3830,yaitu,O,SC
3830,Gunung,LOC,NNP
3830,Ijen,LOC,NNP
3830,",",O,Z
3830,Pantai,LOC,NNP
3830,Sukamade,LOC,NNP
3830,",",O,Z
3830,G-Land,LOC,NNP
3830,di,O,IN
3830,promosikan,O,VB
3830,sebagai,O,IN
3830,salah,O,JJ
3830,satu,O,CD
3830,wisata,O,NN
3830,khusus,O,JJ
