kalimat,kata,postag,entitas
4054,tapi,CC,O
4054,penguasaan,NN,O
4054,di,IN,O
4054,orang,NN,O
4054,lain,JJ,O
4054,dan,CC,O
4054,sebagainya,RB,O
4054,",",Z,O
4054,"""",Z,O
4054,kata,VB,O
4054,Jonan,NN,PER
4054,.,Z,O
4055,Selanjutnya,CC,O
4055,Jonan,NN,PER
4055,mengeluhkan,VB,O
4055,kalau,SC,O
4055,Kemenhub,NNP,ORG
4055,sering,RB,O
4055,digugat,VB,O
4055,dalam,IN,O
4055,peradilan,NN,O
4055,Tata,NNP,ORG
4055,Usaha,NNP,ORG
4055,Negara,NNP,ORG
4055,(,Z,O
4055,TUN,NNP,ORG
4055,),Z,O
4055,lantaran,NN,O
4055,ada,VB,O
4055,pihak,NN,O
4055,yang,SC,O
4055,meminta,VB,O
4055,izin,NN,O
4055,operasi,NN,O
4055,tidak,NEG,O
4055,diberi,VB,O
4055,.,Z,O
4056,Dengan,IN,O
4056,begitu,PR,O
4056,",",Z,O
4056,dalam,IN,O
4056,nota,NN,O
4056,kesepakatan,NN,O
4056,ini,PR,O
4056,juga,RB,O
4056,disepakati,VB,O
4056,bahwa,SC,O
4056,Jaksa,NNP,ORG
4056,Pengacara,NNP,ORG
4056,Negara,NNP,ORG
4056,akan,MD,O
4056,membantu,VB,O
4056,Kemenhub,NNP,ORG
4056,bila,SC,O
4056,digugat,VB,O
4056,ke,IN,O
4056,TUN,NNP,ORG
4056,.,Z,O
4057,Kalau,SC,O
4057,UU,NNP,O
4057,pelayaran,NN,O
4057,ada,VB,O
4057,di,IN,O
4057,dalamnya,NN,O
4057,kalau,SC,O
4057,kapal,NN,O
4057,asing,JJ,O
4057,mau,RB,O
4057,beroperasi,VB,O
4057,harus,MD,O
4057,minta,VB,O
4057,izin,NN,O
4057,.,Z,O
4058,Menteri,NNP,O
4058,digugat,VB,O
4058,ke,IN,O
4058,TUN,NNP,ORG
4058,",",Z,O
4058,sedangkan,CC,O
4058,kalau,SC,O
4058,dikasih,NN,O
4058,izin,NN,O
4058,",",Z,O
4058,orang,NN,O
4058,lain,JJ,O
4058,men-,NNP,O
4058,TUN,NNP,ORG
4058,menteri,NNP,O
4058,.,Z,O
4059,Jadi,VB,O
4059,bedanya,RB,O
4059,cuma,VB,O
4059,kehilangan,NN,O
4059,tinta,VB,O
4059,pulpen,NN,O
4059,kalau,SC,O
4059,saya,PRP,O
4059,tapi,CC,O
4059,tetap,RB,O
4059,di-,VB,O
4059,TUN,NNP,ORG
4059,",",Z,O
4059,dituntut,VB,O
4059,.,Z,O
4060,Ini,PR,O
4060,harus,MD,O
4060,kita,PRP,O
4060,selesaikan,VB,O
4060,secara,IN,O
4060,hukum,NN,O
4060,dan,CC,O
4060,sebagainya,RB,O
4060,",",Z,O
4060,"""",Z,O
4060,ujar,VB,O
4060,Jonan,NN,PER
4060,di,IN,O
4060,depan,NN,O
4060,Jaksa,NNP,O
4060,Agung,NNP,O
4060,.,Z,O
4061,Menurut,IN,O
4061,Jonan,NNP,PER
4061,Jamintel,NNP,O
4061,Kejagung,NNP,ORG
4061,dan,CC,O
4061,Kemenhub,NNP,ORG
4061,bisa,MD,O
4061,saling,RB,O
4061,bertukar,VB,O
4061,informasi,NN,O
4061,penting,JJ,O
4061,antar,IN,O
4061,instansi,NN,O
4061,kalau,SC,O
4061,dibutuhkan,VB,O
4061,.,Z,O
4062,"""",Z,O
4062,Kadang,NN,O
4062,kami,PRP,O
4062,perlu,MD,O
4062,informasi,VB,O
4062,dari,IN,O
4062,unit,NN,O
4062,intelijen,NN,O
4062,bapak,NN,O
4062,(,Z,O
4062,Jaksa,NNP,O
4062,Agung,NNP,O
4062,Prasetyo,NNP,PER
4062,),Z,O
4062,untuk,SC,O
4062,pengamanan,NN,O
4062,dan,CC,O
4062,peningkatan,NN,O
4062,transportasi,NN,O
4062,",",Z,O
4062,"""",Z,O
4062,kata,VB,O
4062,Jonan,NN,PER
4062,.,Z,O
4063,Soal,NN,O
4063,penegakan,VB,O
4063,hukum,NN,O
4063,juga,RB,O
4063,disepakati,VB,O
4063,dalam,IN,O
4063,MoU,FW,O
4063,itu,PR,O
4063,",",Z,O
4063,Jonan,NN,PER
4063,secara,IN,O
4063,pribadi,NN,O
4063,mengatakan,VB,O
4063,mendukung,VB,O
4063,hal,NN,O
4063,itu,PR,O
4063,.,Z,O
4064,Menhub,NNP,O
4064,sebagai,IN,O
4064,regulator,NN,O
4064,dan,CC,O
4064,pengguna,NN,O
4064,anggaran,NN,O
4064,mengaku,VB,O
4064,memiliki,VB,O
4064,hambatan,NN,O
4064,dan,CC,O
4064,kompleksitas,NN,O
4064,akibat,NN,O
4064,dikejar-kejar,VB,O
4064,deadline,FW,O
4064,proyek,NN,O
4064,.,Z,O
4065,"""",Z,O
4065,Contohnya,NN,O
4065,misal,NN,O
4065,pembangunan,NN,O
4065,LRT,NNP,O
4065,di,IN,O
4065,kota,NNP,O
4065,Palembang,NNP,LOC
4065,",",Z,O
4065,itu,PR,O
4065,targetnya,RB,O
4065,digunakan,VB,O
4065,untuk,IN,O
4065,pesta,NN,O
4065,ASEAN,NNP,O
4065,Games,NNP,O
4065,Juni,NNP,TIM
4065,2018,CD,TIM
4065,",",Z,O
4065,ini,PR,O
4065,harus,MD,O
4065,diuber,VB,O
4065,",",Z,O
4065,makanya,RB,O
4065,kami,PRP,O
4065,minta,VB,O
4065,payung,NN,O
4065,hukum,NN,O
4065,peraturan,NN,O
4065,presiden,NN,O
4065,supaya,NN,O
4065,pelaksanaan,NN,O
4065,tidak,NEG,O
4065,salah,JJ,O
4065,.,Z,O
4066,Pasti,RB,O
4066,akan,MD,O
4066,dikonsultasikan,VB,O
4066,dengan,IN,O
4066,rekan,NN,O
4066,rekan,NN,O
4066,Kejari,NNP,ORG
4066,Sumsel,NNP,LOC
4066,dan,CC,O
4066,Kejari,NNP,ORG
4066,Palembang,NNP,LOC
4066,supaya,SC,O
4066,nggak,RB,O
4066,salah,JJ,O
4066,.,Z,O
4067,Kadang,NN,O
4067,kita,PRP,O
4067,di,IN,O
4067,kementerian,NN,O
4067,teknis,JJ,O
4067,yang,SC,O
4067,pentnig,VB,O
4067,jadi,VB,O
4067,hanya,RB,O
4067,prosesnya,RB,O
4067,menurut,IN,O
4067,saya,PRP,O
4067,prosesnya,RB,O
4067,harus,MD,O
4067,betul,VB,O
4067,",",Z,O
4067,"""",Z,O
4067,ujar,VB,O
4067,Jonan,NN,PER
4067,.,Z,O
4068,Menanggapi,CC,O
4068,hal,NN,O
4068,itu,PR,O
4068,kemudian,CC,O
4068,",",Z,O
4068,Jaksa,NNP,O
4068,Agung,NNP,O
4068,Prasetyo,NNP,PER
4068,mengataskan,VB,O
4068,bersedia,VB,O
4068,mendampingi,VB,O
4068,Kemenhub,NNP,ORG
4068,.,Z,O
4069,Kejagung,NNP,ORG
4069,meluncurkan,VB,O
4069,program,NN,O
4069,TP4,NNP,ORG
4069,(,Z,O
4069,Tim,NNP,ORG
4069,Pengawal,NNP,ORG
4069,dan,CC,ORG
4069,Pengaman,NNP,ORG
4069,Pemerintahan,NNP,ORG
4069,dan,CC,ORG
4069,Pembangunan,NN,ORG
4069,),Z,O
4069,.,Z,O
4070,Program,NN,O
4070,ini,PR,O
4070,sudah,MD,O
4070,mulai,VB,O
4070,dilaksanakan,VB,O
4070,di,IN,O
4070,pusat,NN,O
4070,dan,CC,O
4070,daerah,NN,O
4070,dengan,IN,O
4070,bentuk,NN,O
4070,Kejari,NNP,ORG
4070,dan,CC,O
4070,Kejati,NNP,ORG
4070,sebagai,IN,O
4070,pendamping,NN,O
4070,di,IN,O
4070,daerah,NN,O
4070,.,Z,O
4071,Perhubungan,NN,O
4071,saya,PRP,O
4071,rasa,NN,O
4071,banyak,CD,O
4071,mengeluarkan,VB,O
4071,izin-izin,NN,O
4071,dan,CC,O
4071,tentu,RB,O
4071,ini,PR,O
4071,akan,MD,O
4071,membutuhkan,VB,O
4071,jasa,NN,O
4071,kita,PRP,O
4071,supaya,SC,O
4071,tidak,NEG,O
4071,ada,VB,O
4071,penyimpangan,NN,O
4071,",",Z,O
4071,"""",Z,O
4071,kata,VB,O
4071,Jaksa,NNP,O
4071,Agung,NNP,O
4071,Prasetyo,NNP,PER
4071,.,Z,O
4072,Sebelumnya,SC,O
4072,",",Z,O
4072,Menteri,NNP,O
4072,Luar,NNP,O
4072,Negeri,NNP,O
4072,RI,NNP,LOC
4072,Retno,NNP,PER
4072,Marsudi,NNP,PER
4072,pun,RP,O
4072,menegaskan,VB,O
4072,hal,NN,O
4072,yang,SC,O
4072,sama,JJ,O
4072,seusai,SC,O
4072,mengadakan,VB,O
4072,rapat,NN,O
4072,dengan,IN,O
4072,Menko,NNP,O
4072,Polhukam,NNP,O
4072,Luhut,NNP,PER
4072,Pandjaitan,NNP,PER
4072,dan,CC,O
4072,Panglima,NNP,O
4072,Tentara,NNP,ORG
4072,Nasional,NNP,ORG
4072,Indonesia,NNP,ORG
4072,Gatot,NNP,PER
4072,Nurmantyo,NNP,PER
4072,.,Z,O
4073,Saya,PRP,O
4073,mengundang,VB,O
4073,teman-teman,NN,O
4073,Kemenhub,NNP,ORG
4073,untuk,SC,O
4073,memanfaatkan,VB,O
4073,segala,CD,O
4073,macam,NND,O
4073,semua,CD,O
4073,instrumen,NN,O
4073,atau,CC,O
4073,hal-hal,NN,O
4073,yang,SC,O
4073,berkitan,NN,O
4073,dengan,SC,O
4073,penegakan,VB,O
4073,hukum,NN,O
4073,baik,JJ,O
4073,pusat,NN,O
4073,maupun,CC,O
4073,daerah,NN,O
4073,karena,SC,O
4073,TP4,NNP,ORG
4073,ada,VB,O
4073,di,IN,O
4073,daerah,NN,O
4073,juga,RB,O
4073,dan,CC,O
4073,terbuka,VB,O
4073,kami,PRP,O
4073,siap,VB,O
4073,untuk,SC,O
4073,mendampingi,VB,O
4073,",",Z,O
4073,"""",Z,O
4073,tutup,VB,O
4073,Prasetyo,NNP,PER
4073,.,Z,O
4074,Komisi,NNP,ORG
4074,Pengawasan,NNP,ORG
4074,dan,CC,ORG
4074,Persaingan,NN,ORG
4074,Usaha,NN,ORG
4074,(,Z,O
4074,KPPU,NNP,ORG
4074,),Z,O
4074,pernah,MD,O
4074,mengirimkan,VB,O
4074,masukan,VB,O
4074,ke,IN,O
4074,Menhub,NNP,O
4074,Ignasius,NNP,PER
4074,Jonan,NNP,PER
4074,.,Z,O
4075,"""",Z,O
4075,KPPU,NNP,ORG
4075,merekomendasikan,VB,O
4075,dihilangkan,VB,O
4075,",",Z,O
4075,karena,SC,O
4075,ini,PR,O
4075,menghambat,VB,O
4075,taksi,NN,O
4075,konvensional,JJ,O
4075,bersaing,VB,O
4075,menerapkan,VB,O
4075,tarif,NN,O
4075,rendah,JJ,O
4075,",",Z,O
4075,"""",Z,O
4075,jelas,VB,O
4075,Ketua,NNP,O
4075,KPPU,NNP,ORG
4075,M,NNP,PER
4075,.,Z,PER
4075,Syarkawi,NNP,PER
4075,Rauf,NNP,PER
4075,saat,NN,O
4075,berbincang,NN,O
4075,dengan,IN,O
4075,detikcom,NN,ORG
4075,",",Z,O
4075,Kamis,NNP,TIM
4075,(,Z,TIM
4075,24/3/2016,CD,TIM
4075,),Z,TIM
4075,.,Z,O
4076,Tak,NEG,O
4076,hanya,RB,O
4076,soal,NN,O
4076,tarif,NN,O
4076,bawah,NN,O
4076,saja,RB,O
4076,",",Z,O
4076,sejumlah,CD,O
4076,aturan,NN,O
4076,yang,SC,O
4076,menghambat,VB,O
4076,taksi,NN,O
4076,konvensional,JJ,O
4076,",",Z,O
4076,juga,RB,O
4076,disarankan,VB,O
4076,dihapuskan,VB,O
4076,agar,SC,O
4076,persaingan,NN,O
4076,dengan,IN,O
4076,layanan,NN,O
4076,berbasis,VB,O
4076,aplikasi,NN,O
4076,seperti,IN,O
4076,Uber,NNP,ORG
4076,dan,CC,O
4076,GrabCar,NNP,ORG
4076,bisa,MD,O
4076,dilakukan,VB,O
4076,.,Z,O
4077,"""",Z,O
4077,Biaya,NN,O
4077,kir,NN,O
4077,yang,SC,O
4077,mahal,JJ,O
4077,dihilangkan,VB,O
4077,",",Z,O
4077,kemudian,CC,O
4077,Pemda,NNP,O
4077,juga,RB,O
4077,jangan,NEG,O
4077,menjadikan,VB,O
4077,taksi,NN,O
4077,sumber,NN,O
4077,PAD,NNP,O
4077,",",Z,O
4077,karena,SC,O
4077,taksi,NN,O
4077,ini,PR,O
4077,membantu,VB,O
4077,transportasi,NN,O
4077,",",Z,O
4077,"""",Z,O
4077,urai,VB,O
4077,dia,PRP,O
4077,.,Z,O
4078,Kendaraan,NN,O
4078,operasional,JJ,O
4078,juga,RB,O
4078,sebaiknya,RB,O
4078,dibatasi,VB,O
4078,menjadi,VB,O
4078,tiga,CD,O
4078,tahun,NN,O
4078,karena,SC,O
4078,kendaraan,NN,O
4078,Uber,NNP,ORG
4078,dan,CC,O
4078,GrabCar,NN,ORG
4078,kendaraan,NN,O
4078,pribadi,NN,O
4078,yang,SC,O
4078,nyaman,NN,O
4078,.,Z,O
4079,Sementara,SC,O
4079,itu,PR,O
4079,soal,NN,O
4079,layanan,NN,O
4079,transportasi,NN,O
4079,berbasis,VB,O
4079,aplikasi,NN,O
4079,",",Z,O
4079,KPPU,NNP,ORG
4079,melihat,VB,O
4079,tidak,NEG,O
4079,ada,VB,O
4079,Indonesia,NNP,LOC
4079,lambat,JJ,O
4079,dalam,IN,O
4079,mengantisipasi,NN,O
4079,kemajuan,NN,O
4079,teknologi,NN,O
4079,di,IN,O
4079,bidang,NN,O
4079,transportasi,NN,O
4079,.,Z,O
4080,Syarkawi,NNP,PER
4080,membandingkan,VB,O
4080,dengan,IN,O
4080,Singapura,NNP,LOC
4080,yang,SC,O
4080,bahkan,VB,O
4080,pada,IN,O
4080,2015,CD,O
4080,malah,NN,O
4080,mengundang,VB,O
4080,Uber,NNP,ORG
4080,dan,CC,O
4080,Grab,NNP,ORG
4080,berusaha,VB,O
4080,di,IN,O
4080,negara,NN,O
4080,mereka,PRP,O
4080,.,Z,O
4081,Di,IN,O
4081,Singapura,NNP,LOC
4081,semua,CD,O
4081,kendaraan,NN,O
4081,layanan,NN,O
4081,aplikasi,NN,O
4081,terdata,NN,O
4081,sebagai,IN,O
4081,taksi,NN,O
4081,",",Z,O
4081,sehingga,SC,O
4081,keamanan,NN,O
4081,dan,CC,O
4081,kenyamanan,NN,O
4081,penumpang,NN,O
4081,terjamin,NN,O
4081,.,Z,O
4082,Gara-gara,NN,O
4082,jaketnya,RB,O
4082,",",Z,O
4082,vokalis,NN,O
4082,Joe,NNP,PER
4082,Jonas,NNP,PER
4082,(,Z,O
4082,26,CD,O
4082,),Z,O
4082,",",Z,O
4082,mantan,JJ,O
4082,personel,NN,O
4082,band,NNP,O
4082,Jonas,NNP,ORG
4082,Brothers,NNP,ORG
4082,dari,IN,O
4082,AS,NNP,LOC
4082,",",Z,O
4082,membuat,VB,O
4082,heboh,NN,O
4082,sejumlah,CD,O
4082,netizen,NN,O
4082,Indonesia,NNP,LOC
4082,.,Z,O
4083,Menko,NNP,O
4083,Polhukam,NNP,O
4083,Luhut,NNP,PER
4083,Pandjaitan,NNP,PER
4083,menjamin,NNP,O
4083,Uber,NNP,ORG
4083,dan,CC,O
4083,GrabCar,NNP,ORG
4083,akan,MD,O
4083,mudah,JJ,O
4083,dalam,IN,O
4083,mengurus,NN,O
4083,perizinan,NN,O
4083,.,Z,O
4084,Dengan,IN,O
4084,jaminan,NN,O
4084,dua,CD,O
4084,menteri,NN,O
4084,yang,SC,O
4084,memiliki,VB,O
4084,integritas,NN,O
4084,",",Z,O
4084,Menhub,NNP,O
4084,Ignasius,NNP,PER
4084,Jonan,NNP,PER
4084,dan,CC,O
4084,Menkominfo,NNP,O
4084,Rudiantara,NNP,PER
4084,",",Z,O
4084,proses,NN,O
4084,akan,MD,O
4084,mudah,JJ,O
4084,.,Z,O
4085,Penyanyi,NNP,O
4085,Demi,NNP,PER
4085,Lovato,NNP,PER
4085,(,Z,O
4085,22,CD,O
4085,),Z,O
4085,bertekad,VB,O
4085,mulai,VB,O
4085,mencintai,NN,O
4085,tubuhnya,NN,O
4085,sendiri,NN,O
4085,dan,CC,O
4085,akan,MD,O
4085,memperlakukan,VB,O
4085,tubuhnya,RB,O
4085,dengan,IN,O
4085,baik,JJ,O
4085,melalui,IN,O
4085,gaya,NN,O
4085,hidup,NN,O
4085,sehat,JJ,O
4085,.,Z,O
4086,Tapi,CC,O
4086,saya,PRP,O
4086,katakan,VB,O
4086,tadi,NN,O
4086,sama,JJ,O
4086,Grab,NNP,ORG
4086,",",Z,O
4086,Organda,NNP,ORG
4086,",",Z,O
4086,dan,CC,O
4086,Uber,NNP,ORG
4086,",",Z,O
4086,dua,CD,O
4086,menteri,NN,O
4086,yang,SC,O
4086,terlibat,VB,O
4086,ini,PR,O
4086,memiliki,VB,O
4086,integritas,NN,O
4086,yang,SC,O
4086,baik,JJ,O
4086,",",Z,O
4086,"""",Z,O
4086,jelas,VB,O
4086,Luhut,NNP,PER
4086,dalam,IN,O
4086,jumpa,NN,O
4086,pers,NN,O
4086,di,IN,O
4086,Kemenko,NNP,ORG
4086,Polhukam,NNP,ORG
4086,",",Z,O
4086,Jl,NNP,LOC
4086,Medan,NNP,LOC
4086,Merdeka,NNP,LOC
4086,Barat,NNP,LOC
4086,",",Z,O
4086,Jakarta,NNP,LOC
4086,",",Z,O
4086,Kamis,NNP,TIM
4086,(,Z,TIM
4086,24/3/2016,CD,TIM
4086,),Z,TIM
4086,.,Z,O
4087,Zuckerberg,NNP,PER
4087,juga,RB,O
4087,bernostalgia,VB,O
4087,tentang,IN,O
4087,kunjungannya,NN,O
4087,ke,IN,O
4087,Indonesia,NNP,LOC
4087,beberapa,CD,O
4087,tahun,NN,O
4087,lalu,CC,O
4087,.,Z,O
4088,Sebelumnya,SC,O
4088,",",Z,O
4088,Jokowi,NNP,PER
4088,menyatakan,VB,O
4088,harapannya,NN,O
4088,agar,SC,O
4088,Facebook,NNP,O
4088,bisa,MD,O
4088,membantu,VB,O
4088,mewujudkan,VB,O
4088,visi,NN,O
4088,mengembangkan,VB,O
4088,Indonesia,NNP,LOC
4088,menjadi,VB,O
4088,ekonomi,NN,O
4088,digital,NN,O
4088,terbesar,JJ,O
4088,di,IN,O
4088,Asia,NNP,LOC
4088,Tenggara,NNP,LOC
4088,pada,IN,O
4088,2020,CD,O
4088,.,Z,O
4089,Bila,SC,O
4089,kemudian,CC,O
4089,muncul,VB,O
4089,keluhan,NN,O
4089,adanya,NN,O
4089,kesulitan,NN,O
4089,",",Z,O
4089,bisa,MD,O
4089,disampaikan,VB,O
4089,ke,IN,O
4089,kantor,NN,LOC
4089,Menko,NNP,LOC
4089,Polhukam,NNP,LOC
4089,.,Z,O
4090,Menhub,NNP,O
4090,Ignasius,NNP,PER
4090,Jonan,NNP,PER
4090,menyampaikan,VB,O
4090,serangkaian,NN,O
4090,aturan,NN,O
4090,yang,SC,O
4090,mesti,MD,O
4090,dipenuhi,VB,O
4090,Uber,NNP,ORG
4090,dan,CC,O
4090,GrabCar,NNP,ORG
4090,hingga,IN,O
4090,31,CD,TIM
4090,Mei,NNP,TIM
4090,mendatang,VB,O
4090,.,Z,O
4091,"""",Z,O
4091,Nggak,NNP,O
4091,boleh,MD,O
4091,keliling,VB,O
4091,kayak,CD,O
4091,taksi,NN,O
4091,",",Z,O
4091,nggak,NEG,O
4091,boleh,MD,O
4091,mangkal,JJ,O
4091,",",Z,O
4091,"""",Z,O
4091,jelas,VB,O
4091,Jonan,NN,PER
4091,dalam,IN,O
4091,jumpa,NN,O
4091,pers,NN,O
4091,di,IN,O
4091,Kemenko,NNP,LOC
4091,Polhukam,NNP,LOC
4091,",",Z,O
4091,Jakarta,NNP,LOC
4091,",",Z,O
4091,Kamis,NNP,TIM
4091,(,Z,TIM
4091,24/3/2016,CD,TIM
4091,),Z,TIM
4091,.,Z,O
4092,Dia,PRP,O
4092,menyarankan,VB,O
4092,agar,SC,O
4092,Uber,NNP,ORG
4092,atau,CC,O
4092,GrabCar,NNP,ORG
4092,membuat,VB,O
4092,tempat,NN,O
4092,untuk,SC,O
4092,kendaraannya,RB,O
4092,armadanya,RB,O
4092,.,Z,O
4093,Dalam,IN,O
4093,jumpa,NN,O
4093,pers,NN,O
4093,di,IN,O
4093,Kemenko,NNP,ORG
4093,Polhukam,NNP,ORG
4093,",",Z,O
4093,Kamis,NNP,TIM
4093,(,Z,TIM
4093,24/3/2016,CD,TIM
4093,),Z,TIM
4093,sejumlah,CD,O
4093,persyaratan,NN,O
4093,harus,MD,O
4093,dilakukan,VB,O
4093,.,Z,O
4094,"""",Z,O
4094,Hari,NN,O
4094,ini,PR,O
4094,",",Z,O
4094,kami,PRP,O
4094,berbincang,VB,O
4094,tentang,IN,O
4094,kelanjutan,NN,O
4094,kerja,NN,O
4094,sama,JJ,O
4094,meningkatkan,VB,O
4094,konektivitas,NN,O
4094,dan,CC,O
4094,kesempatan,NN,O
4094,akses,NN,O
4094,internet,NN,O
4094,bagi,IN,O
4094,seluruh,CD,O
4094,warga,NN,O
4094,Indonesia,NNP,LOC
4094,",",Z,O
4094,"""",Z,O
4094,kata,VB,O
4094,dia,PRP,O
4094,.,Z,O
4095,Kemudian,CC,O
4095,juga,RB,O
4095,",",Z,O
4095,para,DT,O
4095,sopir,NN,O
4095,yang,SC,O
4095,mengemudikan,VB,O
4095,mobil,NN,O
4095,yang,SC,O
4095,tergabung,VB,O
4095,dalam,IN,O
4095,Uber,NNP,ORG
4095,dan,CC,O
4095,GrabCar,NNP,ORG
4095,mesti,NNP,O
4095,SIM,NNP,O
4095,A,NNP,O
4095,Umum,NNP,O
4095,.,Z,O
4096,Sebuah,NND,O
4096,bom,NN,O
4096,yang,SC,O
4096,diletakkan,VB,O
4096,di,IN,O
4096,dalam,IN,O
4096,sebuah,NND,O
4096,mobil,NN,O
4096,meledak,VB,O
4096,di,IN,O
4096,Mogadishu,NNP,LOC
4096,",",Z,O
4096,Somalia,NNP,LOC
4096,",",Z,O
4096,Kamis,NNP,TIM
4096,(,Z,TIM
4096,22/1/2016,CD,TIM
4096,),Z,TIM
4096,sekitar,IN,O
4096,pukul,NN,O
4096,19.30,CD,TIM
4096,waktu,NN,O
4096,setempat,NN,O
4096,.,Z,O
4097,Ledakan,NN,O
4097,terjadi,VB,O
4097,di,IN,O
4097,sebuah,NND,O
4097,restoran,NN,O
4097,pinggir,NN,O
4097,pantai,NN,O
4097,yang,SC,O
4097,cukup,RB,O
4097,terkenal,VB,O
4097,",",Z,O
4097,Pantai,NNP,LOC
4097,Lido,NNP,LOC
4097,.,Z,O
4098,Pemerintah,NN,O
4098,sudah,MD,O
4098,memberikan,VB,O
4098,solusi,NN,O
4098,final,NN,O
4098,untuk,SC,O
4098,Uber,NNP,ORG
4098,dan,CC,O
4098,GrabCar,NNP,ORG
4098,.,Z,O
4099,Disampaikan,VB,O
4099,Menhub,NNP,O
4099,Ignasius,NNP,PER
4099,Jonan,NNP,PER
4099,di,IN,O
4099,Kemenko,NNP,ORG
4099,Polhukam,NNP,ORG
4099,",",Z,O
4099,Jl,NNP,LOC
4099,Medan,NNP,LOC
4099,Merdeka,NNP,LOC
4099,Barat,NNP,LOC
4099,",",Z,O
4099,Jakarta,NNP,LOC
4099,",",Z,O
4099,Kamis,NNP,TIM
4099,(,Z,TIM
4099,24/3/2016,CD,TIM
4099,),Z,TIM
4099,",",Z,O
4099,Uber,NNP,ORG
4099,dan,CC,O
4099,GrabCar,NNP,ORG
4099,harus,MD,O
4099,menjalin,VB,O
4099,kerjasama,NN,O
4099,dengan,IN,O
4099,badan,NN,O
4099,usaha,NN,O
4099,apapun,SC,O
4099,dalam,IN,O
4099,bentuk,NN,O
4099,yayasan,NN,O
4099,",",Z,O
4099,koperasi,NN,O
4099,",",Z,O
4099,atau,CC,O
4099,PT,NNP,O
4099,yang,SC,O
4099,memiliki,VB,O
4099,izin,NN,O
4099,perusahaan,NN,O
4099,transportasi,NN,O
4099,.,Z,O
4100,Menteri,NNP,O
4100,Perhubungan,NNP,O
4100,Ignasius,NNP,PER
4100,Jonan,NNP,PER
4100,tak,NEG,O
4100,ingin,RB,O
4100,menanggapi,VB,O
4100,wacana,NN,O
4100,perubahan,NN,O
4100,Undang-Undang,NNP,O
4100,Nomor,NNP,O
4100,22,CD,O
4100,Tahun,NN,O
4100,2009,CD,O
4100,tentang,IN,O
4100,Lalu,NNP,O
4100,Lintas,NNP,O
4100,dan,CC,O
4100,Angkutan,NNP,O
4100,Jalan,NNP,O
4100,",",Z,O
4100,menyusul,VB,O
4100,kisruh,CD,O
4100,taksi,NN,O
4100,konvensional,JJ,O
4100,vs,NN,O
4100,berbasis,VB,O
4100,aplikasi,NN,O
4100,.,Z,O
4101,Jonan,NN,PER
4101,mengatakan,VB,O
4101,apabila,SC,O
4101,dirasa,VB,O
4101,penting,JJ,O
4101,",",Z,O
4101,yang,SC,O
4101,memiliki,VB,O
4101,kewenangan,NN,O
4101,untuk,SC,O
4101,melakukan,VB,O
4101,perubahan,NN,O
4101,atau,CC,O
4101,revisi,NN,O
4101,adalah,VB,O
4101,DPR,NNP,ORG
4101,.,Z,O
4102,Kalau,SC,O
4102,DPR,NNP,ORG
4102,mau,RB,O
4102,mengubah,VB,O
4102,silakan,VB,O
4102,",",Z,O
4102,saya,PRP,O
4102,enggak,RB,O
4102,mau,VB,O
4102,.,Z,O
4103,Presiden,NNP,O
4103,Amerika,NNP,LOC
4103,Serikat,NNP,LOC
4103,(,Z,O
4103,AS,NNP,LOC
4103,),Z,O
4103,Barack,NNP,PER
4103,Obama,NNP,PER
4103,mengaku,VB,O
4103,sudah,MD,O
4103,mengenal,VB,O
4103,masyarakat,NN,O
4103,dan,CC,O
4103,keindahan,NN,O
4103,Asia,NNP,LOC
4103,Tenggara,NNP,LOC
4103,sejak,IN,O
4103,masih,MD,O
4103,kecil,JJ,O
4103,",",Z,O
4103,ketika,SC,O
4103,tinggal,VB,O
4103,di,IN,O
4103,Indonesia,NNP,LOC
4103,selama,IN,O
4103,beberapa,CD,O
4103,tahun,NN,O
4103,.,Z,O
4104,Dalam,IN,O
4104,jumpa,NN,O
4104,pers,NN,O
4104,yang,SC,O
4104,dibuka,VB,O
4104,Menko,NNP,O
4104,Polhukam,NNP,O
4104,Luhut,NNP,PER
4104,Pandjaitan,NNP,PER
4104,di,IN,O
4104,Kemenko,NNP,ORG
4104,Polhukam,NNP,ORG
4104,",",Z,O
4104,Jakarta,NNP,LOC
4104,",",Z,O
4104,Kamis,NNP,TIM
4104,(,Z,TIM
4104,24/3/2016,CD,TIM
4104,),Z,TIM
4104,",",Z,O
4104,hadir,VB,O
4104,antara,IN,O
4104,lain,JJ,O
4104,Menhub,NNP,O
4104,Ignasius,NNP,PER
4104,Jonan,NNP,PER
4104,",",Z,O
4104,Menkominfo,NNP,O
4104,Rudiantara,NNP,PER
4104,",",Z,O
4104,CEO,NNP,O
4104,Go-Jek,NNP,ORG
4104,Nadiem,NNP,PER
4104,Makarim,NNP,PER
4104,",",Z,O
4104,Direktur,NNP,O
4104,Blue,NNP,ORG
4104,Bird,NNP,ORG
4104,Adrianto,NNP,PER
4104,Djoko,NNP,PER
4104,Soetono,NNP,PER
4104,yang,SC,O
4104,juga,RB,O
4104,Ketum,NNP,O
4104,DPP,NNP,O
4104,Organda,NNP,ORG
4104,.,Z,O
4105,"""",Z,O
4105,Saya,PRP,O
4105,pertama,OD,O
4105,kali,NND,O
4105,mengenal,NN,O
4105,masyarakat,NN,O
4105,dan,CC,O
4105,keindahan,NN,O
4105,Asia,NNP,LOC
